[INFO ] 2015-01-07 14:27:38,244 [Thread-0] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:52,614 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:28:52,789 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:52,793 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:52,797 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:53,556 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:54,093 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:54,163 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:54,188 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:54,193 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:54,228 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:54,233 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:54,239 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:54,249 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:54,271 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:54,277 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:54,282 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:28:54,363 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:54,369 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:54,375 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:54,380 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:54,388 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:55,219 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:55,773 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:55,873 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:55,888 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:55,893 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:55,925 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:55,930 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:55,937 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:55,947 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:55,973 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:55,979 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:28:56,123 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:56,128 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:56,132 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:56,136 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:56,944 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:57,427 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:57,508 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:57,529 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:57,535 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:57,567 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:57,572 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:57,578 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:57,587 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:57,606 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:57,611 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:57,615 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:28:57,691 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:57,696 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:57,700 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:58,467 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:58,893 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:59,025 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:59,039 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:59,043 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:59,074 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:59,079 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:59,085 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:59,094 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:59,116 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:59,121 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:59,125 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:28:59,245 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:59,252 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:59,258 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:00,290 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:00,767 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:00,846 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:00,860 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:00,864 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:00,901 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:00,906 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:00,912 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:00,922 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:00,948 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:00,956 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:01,085 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:01,096 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:01,955 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:02,492 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:02,540 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:02,559 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:02,564 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:02,593 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:02,598 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:02,603 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:02,612 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:02,632 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:02,637 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:02,642 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:02,762 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:02,767 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:02,772 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:03,521 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:03,930 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:04,030 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:04,045 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:04,050 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:04,080 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:04,085 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:04,091 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:04,099 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:04,119 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:04,125 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:04,243 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:04,247 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:05,123 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:05,572 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:05,657 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:05,671 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:05,675 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:05,705 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:05,710 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:05,715 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:05,724 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:05,744 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:05,749 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:05,753 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:05,874 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:05,878 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:05,882 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:07,654 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:08,157 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:08,226 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:08,242 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:08,246 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:08,276 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:08,281 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:08,291 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:08,301 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:08,323 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:08,330 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:08,341 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:08,424 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:08,429 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:08,442 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:08,447 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:08,453 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:09,194 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:09,666 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:09,708 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:09,723 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:09,728 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:09,762 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:09,767 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:09,773 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:09,781 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:09,810 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:09,815 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:09,820 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:09,951 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:09,955 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:09,959 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:09,963 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:09,970 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:10,796 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:11,385 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:11,427 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:11,441 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:11,445 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:11,478 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:11,484 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:11,491 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:11,501 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:11,525 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:11,530 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:11,535 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:11,539 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:11,627 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:11,631 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:11,644 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:11,649 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:11,659 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:11,665 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:11,669 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:12,520 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:13,063 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:13,099 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:13,115 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:13,127 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:13,164 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:13,169 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:13,175 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:13,184 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:13,204 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:13,282 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:13,287 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:13,291 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:13,295 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:13,299 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:14,116 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:14,627 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:14,699 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:14,713 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:14,718 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:14,748 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:14,753 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:14,759 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:14,768 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:14,788 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:14,793 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:14,923 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:14,932 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:15,766 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:16,232 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:16,311 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:16,331 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:16,336 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:16,369 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:16,374 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:16,380 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:16,390 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:16,412 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:16,418 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:16,424 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:16,428 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:16,504 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:16,509 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:16,513 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:16,517 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:17,190 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:17,760 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:17,803 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:17,819 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:17,823 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:17,852 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:17,857 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:17,863 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:17,872 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:17,896 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:17,901 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:17,905 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:18,035 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:18,039 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:18,043 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:18,762 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:19,294 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:19,349 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:19,365 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:19,369 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:19,400 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:19,404 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:19,410 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:19,419 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:19,438 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:19,558 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:19,563 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:19,567 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:19,571 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:19,574 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:20,500 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:21,047 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:21,127 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:21,141 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:21,145 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:21,175 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:21,181 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:21,187 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:21,196 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:21,217 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:21,294 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:21,298 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:22,002 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:22,406 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:22,480 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:22,494 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:22,498 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:22,527 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:22,532 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:22,538 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:22,547 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:22,568 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:22,574 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:22,578 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:22,711 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:22,715 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:22,719 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:22,724 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:22,728 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:23,581 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:24,015 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:24,086 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:24,100 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:24,104 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:24,188 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:24,193 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:24,199 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:24,208 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:24,228 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:24,309 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:24,319 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:25,175 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:25,721 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:25,785 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:25,808 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:25,813 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:25,845 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:25,850 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:25,856 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:25,866 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:25,887 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:25,972 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:25,977 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:25,982 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:26,665 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:27,143 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:27,220 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:27,235 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:27,239 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:27,277 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:27,283 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:27,289 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:27,299 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:27,323 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:27,328 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:27,333 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:27,435 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:27,439 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:27,444 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:27,448 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:27,454 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:28,204 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:28,645 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:28,716 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:28,731 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:28,735 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:28,772 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:28,777 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:28,783 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:28,791 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:28,812 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:28,816 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:28,820 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:28,948 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:28,952 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:28,955 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:28,959 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:28,963 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:29,681 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:29:30,210 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:30,353 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:30,394 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:29:30,408 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:29:30,452 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:30,479 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:29:30,487 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:29:30,497 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:29:30,521 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:30,529 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:29:30,694 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:30,697 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:29:30,847 [repositories/Test] POST query -1852596385
